0,148,0
0,147,0
0,148,0
0,149,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,147,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,149,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,147,0
0,148,0
0,148,0
0,148,0
0,148,0
0,149,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,148,0
0,149,0
0,153,0
0,159,0
0,166,0
0,176,0
0,188,0
0,200,0
0,214,0
0,227,0
0,239,0
0,252,0
0,264,0
0,277,0
0,290,0
0,306,0
0,322,0
0,339,0
0,354,0
0,367,0
0,378,0
0,385,0
0,391,0
0,397,0
0,401,0
0,403,0
0,405,0
0,407,0
0,408,0
0,409,0
0,411,0
0,413,0
0,414,0
0,416,0
0,419,0
0,422,0
0,425,0
0,430,0
0,432,0
0,437,0
0,441,0
0,445,0
0,450,0
0,455,0
0,462,0
0,470,0
0,480,0
0,492,0
0,505,0
0,520,0
0,534,0
0,546,0
0,558,0
0,570,0
0,583,0
0,594,0
1,0,0
1,18,0
1,32,0
1,42,0
1,50,0
1,58,0
1,67,0
1,78,0
1,90,0
1,104,0
1,122,0
1,143,0
1,167,0
1,193,0
1,221,0
1,252,0
1,279,0
1,312,0
1,342,0
1,371,0
1,397,0
1,421,0
1,444,0
1,466,0
1,489,0
1,509,0
1,526,0
1,539,0
1,550,0
1,559,0
1,565,0
1,570,0
1,573,0
1,577,0
1,581,0
1,581,0
1,589,0
1,593,0
1,598,0
1,604,0
1,611,0
1,621,0
1,630,0
1,642,0
1,656,0
1,673,0
1,693,0
1,714,0
1,737,0
1,760,0
2,0,0
2,60,4979
2,127,10540
2,199,16515
2,276,22907
2,327,27140
2,349,28965
2,349,28965
2,344,28551
2,344,28551
2,340,28218
2,335,27804
2,329,27306
2,327,27140
2,321,26642
2,315,26144
2,316,26226
2,314,26061
2,312,25895
2,315,26144
2,315,26144
2,316,26226
2,316,26226
2,323,26808
2,324,26891
2,324,26891
2,329,27306
2,329,27306
2,330,27389
2,333,27638
2,335,27804
2,335,27804
2,335,27804
2,342,28385
2,344,28551
2,345,28633
2,351,29131
2,353,29298
2,354,29380
2,358,29713
2,360,29878
2,361,29962
2,360,29878
2,369,30625
2,368,30543
2,369,30625
2,374,31041
2,376,31207
2,376,31207
2,381,31621
2,383,31787
2,385,31954
2,385,31954
2,396,-32669
2,400,-32337
2,401,-32255
2,403,-32088
2,404,-32006
2,405,-31922
2,406,-31839
2,404,-32006
2,404,-32006
2,412,-31341
2,414,-31175
2,413,-31259
2,411,-31424
2,414,-31175
2,413,-31259
2,414,-31175
2,414,-31175
2,416,-31010
2,415,-31092
2,415,-31092
2,422,-30512
2,422,-30512
2,423,-30428
2,423,-30428
2,422,-30512
2,421,-30595
2,419,-30761
2,415,-31092
2,412,-31341
2,407,-31757
2,401,-32255
2,395,-32753
2,396,-32669
2,387,32119
2,377,31290
2,358,29713
2,334,27720
2,315,26144
2,287,23819
2,263,21828
2,245,20334
2,230,19089
2,220,18258
2,215,17844
2,212,17595
2,205,17013
2,197,16350
2,189,15686
2,174,14441
2,161,13361
2,145,12034
2,129,10705
2,109,9045
2,88,7302
2,67,5560
2,46,3817
2,24,1990
2,3,247
1,783,0
1,775,0
1,767,0
1,758,0
1,750,0
1,740,0
1,731,0
1,721,0
1,711,0
1,700,0
1,690,0
1,680,0
1,669,0
1,657,0
1,645,0
1,633,0
1,619,0
1,604,0
1,585,0
1,562,0
1,534,0
1,501,0
1,468,0
1,432,0
1,389,0
1,340,0
1,287,0
1,233,0
1,179,0
1,127,0
1,79,0
1,32,0
0,784,0
0,764,0
0,748,0
0,731,0
0,714,0
0,697,0
0,683,0
0,671,0
0,659,0
0,647,0
0,631,0
0,614,0
0,595,0
0,573,0
0,549,0
0,526,0
0,504,0
0,483,0
0,463,0
0,442,0
0,418,0
0,391,0
0,360,0
0,325,0
0,291,0
0,258,0
0,226,0
0,197,0
0,176,0
0,161,0
0,148,0
0,137,0
0,127,0
0,117,0
0,105,0
0,90,0
0,73,0
0,54,0
0,31,0
0,3,0
-1,778,0
-1,761,0
-1,746,0
-1,728,0
-1,712,0
-1,697,0
-1,684,0
-1,672,0
-1,662,0
-1,653,0
-1,646,0
-1,638,0
-1,630,0
-1,622,0
-1,613,0
-1,603,0
-1,589,0
-1,573,0
-1,555,0
-1,532,0
-1,507,0
-1,482,0
-1,458,0
-1,433,0
-1,407,0
-1,377,0
-1,347,0
-1,319,0
-1,292,0
-1,267,0
-1,245,0
-1,223,0
-1,203,0
-1,182,0
-1,161,0
-1,134,0
-1,106,0
-1,73,0
-1,34,0
-1,0,0
-2,774,1327
-2,752,3153
-2,725,5393
-2,700,7469
-2,683,8880
-2,671,9876
-2,660,10789
-2,648,11785
-2,636,12781
-2,624,13777
-2,614,14606
-2,608,15104
-2,602,15602
-2,597,16017
-2,593,16350
-2,590,16599
-2,587,16848
-2,585,17013
-2,584,17097
-2,582,17262
-2,580,17429
-2,577,17678
-2,572,18093
-2,575,17844
-2,570,18258
-2,567,18507
-2,562,18923
-2,560,19089
-2,557,19338
-2,555,19504
-2,555,19504
-2,554,19587
-2,551,19836
-2,554,19587
-2,551,19836
-2,549,20002
-2,547,20167
-2,544,20416
-2,542,20583
-2,540,20749
-2,539,20832
-2,537,20998
-2,535,21163
-2,532,21412
-2,529,21661
-2,531,21496
-2,530,21579
-2,527,21828
-2,523,22159
-2,522,22243
-2,520,22408
-2,519,22492
-2,518,22574
-2,515,22823
-2,513,22990
-2,510,23239
-2,511,23156
-2,508,23405
-2,504,23737
-2,501,23986
-2,497,24317
-2,494,24566
-2,491,24815
-2,487,25148
-2,481,25646
-2,473,26310
-2,468,26724
-2,461,27306
-2,453,27969
-2,448,28385
-2,443,28800
-2,438,29215
-2,435,29464
-2,433,29629
-2,431,29796
-2,427,30127
-2,421,30625
-2,423,30460
-2,421,30625
-2,416,31041
-2,413,31290
-2,408,31705
-2,406,31870
-2,404,32036
-2,404,32036
-2,405,31954
-2,404,32036
-2,403,32119
-2,407,31787
-2,411,31456
-2,409,31621
-2,409,31621
-2,407,31787
-2,409,31621
-2,409,31621
-2,411,31456
-2,414,31207
-2,415,31123
-2,416,31041
-2,418,30874
-2,427,30127
-2,431,29796
-2,436,29380
-2,443,28800
-2,453,27969
-2,469,26642
-2,493,24650
-2,521,22325
-2,552,19753
-2,577,17678
-2,599,15851
-2,617,14357
-2,633,13030
-2,645,12034
-2,659,10872
-2,678,9294
-2,698,7635
-2,719,5891
-2,738,4315
-2,756,2821
-2,773,1410
-2,790,0
-1,16,0
-1,39,0
-1,62,0
-1,84,0
-1,109,0
-1,140,0
-1,177,0
-1,223,0
-1,271,0
-1,322,0
-1,370,0
-1,413,0
-1,452,0
-1,488,0
-1,521,0
-1,550,0
-1,574,0
-1,596,0
-1,615,0
-1,636,0
-1,659,0
-1,684,0
-1,712,0
-1,743,0
-1,775,0
0,27,0
